"date","Plate.SN","well","treatment","dose","units","wllq","wllq_notes","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20201209","MW72-8207","B2","DMSO","0.00000","uM","1","",2.580188,2.49,0.040802,106.686964,0.631179,101.347286,34,21,27,62.5,0.895683,59.949819,914.6625,0.132568,508.717949,0.789845,0.007571
"20201118","MW71-7107","C2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",4.694662,8.627679,0.433813,285.7025,5.483625,233.20475,75.5,20,24.5,61.375,1.171538,46.499142,549.55,0.300298,461.9375,1.084426,0.009643
"20201118","MW71-7108","C2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",4.909362,3.901905,0.156112,169.183846,1.378423,159.142654,54,24.5,38,53.25,1.065875,34.016259,1307.214286,0.220275,440.840909,0.604272,0.011076
"20201118","MW71-7109","C2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",4.900677,2.46875,0.113784,227.768364,1.550909,307.147,49.5,19,19,59.909091,0.806098,25.486397,115.6425,0.209541,483.409091,0.464894,0.007971
"20201209","MW71-7211","C2","DMSO","0.00000","uM","1","",11.783327,7.773974,0.700148,538.86625,36.0108,255.99995,83,34,21.5,91.666667,2.780241,60.266926,627.869643,0.254625,908.604167,1.804539,0.016828
"20201209","MW71-7213","C2","DMSO","0.00000","uM","1","",2.666216,3.177,0.132071,271.086929,2.51425,295.745679,58.5,23.5,32,78.375,1.525306,66.176641,1647.718939,0.29453,560.125,1.33866,0.012177
"20201209","MW71-7214","C2","DMSO","0.00000","uM","1","",0.819042,1.86,0.018892,129.6825,0.297,130.0905,7,4.5,21,38,0.333793,101.370831,716.06875,0.06559,96.833333,0.666622,0
"20201209","MW71-7215","C2","DMSO","0.00000","uM","1","",2.170587,2.599286,0.029036,128.199409,0.669409,120.161182,37.5,16.5,24.5,75.35,1.227155,85.501768,846.033333,0.113551,393.233333,1.711654,0.009147
"20201209","MW71-7217","C2","DMSO","0.00000","uM","1","",4.99218,7.306429,0.423078,300.064654,7.323423,377.543846,59,26,31.5,83.317308,1.633623,68.821784,600.120833,0.111755,705.721154,1.600301,0.025829
"20201209","MW72-8203","C2","DMSO","0.00000","uM","1","",3.788626,2.623846,0.423288,185.34475,3.67775,313.5855,54.5,7,15,63.166667,1.34335,70.366078,1227.31875,0.107774,540.733333,1.708664,0.002099
"20201209","MW72-8207","C2","DMSO","0.00000","uM","1","",7.199045,9.677143,0.381669,419.201905,7.078643,237.714298,77,36.5,29,57.772727,1.375189,47.806229,598.3925,0.181188,505.545455,1.147081,0.01947
"20201118","MW71-7107","D2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",4.901363,4.001439,0.278604,256.5805,3.1975,354.80075,61,14.5,18.5,58.5,0.691411,68.308276,610.85,0.254621,415.375,1.218769,0.003148
"20201118","MW71-7108","D2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",4.899385,7.020429,0.265081,356.870125,2.627917,213.167,51,17,15.5,60.392857,0.649422,38.95868,1604.975,0.091615,503.428571,0.599017,0.005453
"20201118","MW71-7109","D2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",6.315731,6.481125,0.493529,289.878531,15.302344,300.464687,69,40.5,26,60.892857,1.359032,28.980971,1204.313462,0.254152,469.464286,0.718161,0.012099
"20201209","MW71-7211","D2","DMSO","0.00000","uM","1","",1.826766,2.735571,0.102058,244.10225,1.340929,253.377143,61,24.5,43,88.583333,1.287289,123.121693,1231.398529,0.202004,579.125,2.087654,0.008814
"20201209","MW71-7213","D2","DMSO","0.00000","uM","1","",6.419337,8.63507,0.417055,274.627686,5.130801,231.462468,63,30.5,34,72.846154,2.03625,43.706805,549.475,0.291754,546.807692,1.276791,0.028213
"20201209","MW71-7214","D2","DMSO","0.00000","uM","1","",4.62019,8.325,0.59984,277.340714,6.110571,192.994857,28.5,15,30,41.75,0.677512,74.686322,499.825,0.26603,229.75,1.216491,0.006425
"20201209","MW71-7215","D2","DMSO","0.00000","uM","1","",3.058152,2.714026,0.266183,156.511136,2.160682,309.188591,40.5,20.5,23.5,48.958333,0.627403,75.34092,862.369792,0.231439,261.958333,1.068265,0.007715
"20201209","MW71-7217","D2","DMSO","0.00000","uM","1","",3.646623,2.111,0.295471,297.268857,3.72875,493.799179,47.5,28,22,85.85,1.385995,71.348146,1182.458333,0.180466,641.5,1.405402,0.015214
"20201209","MW72-8203","D2","DMSO","0.00000","uM","1","",5.736874,16.88,0.222948,256.5075,1.606,62.009,31.5,5.5,6,70,1.902976,12.069012,0,0,377,0.568596,9.8e-05
"20201209","MW72-8207","D2","DMSO","0.00000","uM","1","",7.017427,9.800714,0.329107,379.910857,3.455595,265.471167,49,32,24,60.833333,0.918041,48.619831,411.155,0.304922,383.818182,1.065991,0.013224
"20201118","MW71-7107","E2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",8.210076,6.343061,0.242352,247.02251,5.510729,302.425292,77,50,39.5,56.583333,1.217589,27.269562,519.689706,0.287725,498.666667,0.856758,0.017915
"20201118","MW71-7108","E2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",3.919046,2.781,0.267193,164.25175,3.759375,248.06325,49.5,19,20,58.2,1.012704,36.058789,741.34375,0.345499,379.9,0.714084,0.004529
"20201118","MW71-7109","E2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",9.028679,11.825625,0.446728,234.985009,4.14154,197.67886,84,53.5,43.5,60.6875,1.460304,18.692918,711.108152,0.247291,463.395833,0.621831,0.019609
"20201209","MW71-7211","E2","DMSO","0.00000","uM","1","",5.184819,3.273429,0.052616,261.474536,1.293429,364.389321,61.5,26,43,87,1.260305,107.590028,1152.4,0.130525,592.354167,1.629579,0.01957
"20201209","MW71-7213","E2","DMSO","0.00000","uM","1","",4.367594,5.384848,0.208506,333.786977,3.604341,266.751318,45,23.5,37,61.60119,1.494647,52.26402,1250.588462,0.208868,383.821429,1.274323,0.017225
"20201209","MW71-7214","E2","DMSO","0.00000","uM","1","",0.78028,1.2,0.022976,142.5,0.651,130.218,18.5,1.5,16,50.875,0.57629,97.196527,651.008333,0.246616,244.75,1.45905,0
"20201209","MW71-7215","E2","DMSO","0.00000","uM","1","",6.515151,3.3765,0.039775,128.220125,0.8485,78.830125,53,18,31,51.375,1.55465,57.965445,761.95,0.229617,419.732143,1.240453,0.020895
"20201209","MW71-7217","E2","DMSO","0.00000","uM","1","",3.587476,3.99,0.200198,396.338417,5.85025,381.364667,38,20.5,33,52.357143,1.261109,61.106189,670.596154,0.358747,381.303571,1.506529,0.029134
"20201209","MW72-8203","E2","DMSO","0.00000","uM","1","",6.277434,3.765,0.53076,187.494667,6.899,392.181833,50,16,22.5,51.833333,2.097594,15.331068,2748.165625,0.375296,293.666667,0.771494,0.009373
"20201209","MW72-8207","E2","DMSO","0.00000","uM","1","",1.908116,2.223068,0.059174,303.176407,1.512293,422.744786,40.5,32.5,29.5,49.928571,0.764108,104.383227,438.552381,0.224253,381.8125,1.486263,0.012386
"20201118","MW71-7107","F2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",13.429006,20.65961,0.398062,324.841383,6.073783,243.730017,87,62.5,389,44.251037,1.024815,34.046271,208.134375,0.615258,297.324783,0.750116,0.02743
"20201118","MW71-7108","F2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",13.667709,20.59292,0.508382,389.097781,52.417762,139.092194,79,44,47,60.630435,1.118216,22.775401,453.065341,0.215387,494.956522,0.606788,0.014714
"20201118","MW71-7109","F2","DMSO","0.00000","uM","1"," Incubator CO2 supply cutoff for a period of time during DIV10 8 DIV11. 11.30.20 SC; ",15.172982,16.171339,0.367417,296.6535,13.401071,199.337464,69.5,58,80.5,57.357143,1.285229,17.101052,317.185264,0.269067,418.678571,0.444159,0.017602
"20201209","MW71-7211","F2","DMSO","0.00000","uM","1","",10.259553,14.501143,0.475128,274.283,6.7817,150.8674,78.5,40.5,58,81.397436,1.742545,27.034418,1267.582,0.474123,500.320513,0.87052,0.021257
"20201209","MW71-7213","F2","DMSO","0.00000","uM","1","",7.529052,3.928571,0.213011,209.437212,3.160077,180.8185,58,24.5,51.5,71.257576,1.403709,49.268888,1083.969643,0.233497,401.19697,1.014636,0.016169
"20201209","MW71-7214","F2","DMSO","0.00000","uM","1","",2.477774,2.7825,0.122595,234.363167,2.348643,336.630381,25.5,18,38,45.1875,0.391817,51.78443,380.095779,0.079996,164.5,0.862561,0.003211
"20201209","MW71-7215","F2","DMSO","0.00000","uM","1","",5.615614,5.067857,0.219586,142.70075,3.448467,222.648267,41.5,22.5,51,46.979167,0.834734,37.996798,423.773913,0.325348,258.895833,0.692944,0.010957
