"date","Plate.SN","well","DIV","treatment","dose","units","file.name","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","mi","wllq_by_well","wllq_notes_by_well"
"20210915","MW75-9217","C3",5,"7126 A3","0.15","uM","NFA_20210915_MW75-9217_05_00(000).h5",0.094445703720494,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C3",7,"7126 A3","0.15","uM","NFA_20210915_MW75-9217_07_00(000).h5",1.50596495050164,2.03454545454545,0.149380239973314,49.3545,1.9345,3.733,11,2,2,16,0.309090909090909,0.980067545195682,589.35,0.0482118259899918,74,0.0412052800252227,0.000239034767335389,1,""
"20210915","MW75-9217","C3",9,"7126 A3","0.15","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0.416785552430022,0.42,0.0463620361399223,60.8603333333333,0.858,58.2316666666667,16,3,4,16,0.521703851703852,10.65,226.25,0.0723768803047532,159.75,0.392790864647034,0.00493041722852206,1,""
"20210915","MW75-9217","C4",12,"7126 A3","0.5","uM","NFA_20210915_MW75-9217_12_00(000).h5",1.61111440494501,3.49875,0.0176670739269461,93.8445,0.3979375,13.6723125,16,16,55,15.6727272727273,0.337734668109668,18.9094827586207,13.3555555555556,0.0407239496488105,79.7636363636364,0.467700111065381,0.0185596599010888,1,""
"20210915","MW75-9217","C4",5,"7126 A3","0.5","uM","NFA_20210915_MW75-9217_05_00(000).h5",0.384449570438717,0.93,0.101899459459459,40.654,0.58,33.987,2,1,0,NA,NA,0,NA,NA,NA,0.00226039657193283,0,1,""
"20210915","MW75-9217","C4",7,"7126 A3","0.5","uM","NFA_20210915_MW75-9217_07_00(000).h5",0.19805625975559,0.135,NA,0,NA,NA,4,0,2,16,0.106515151515152,12.9411764705882,255.3,0.00685679302968803,60.5,0.0766387905342503,0,1,""
"20210915","MW75-9217","C4",9,"7126 A3","0.5","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0.380177888074918,0.37125,NA,0,NA,NA,16,0,5,16,0.471992063492064,13.1737621048785,185.325,0.0473623072245073,144.2,0.37672716281055,0.00490667341760726,1,""
"20210915","MW75-9217","C5",12,"7126 A3","1.5","uM","NFA_20210915_MW75-9217_12_00(000).h5",0.118333575259754,0.15,NA,0,NA,NA,2,0,4,15.25,0.0905977182539683,45.632798573975,199.033333333333,0.0144411198655818,64,0.204506527738739,0,1,""
"20210915","MW75-9217","C5",5,"7126 A3","1.5","uM","NFA_20210915_MW75-9217_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C5",7,"7126 A3","1.5","uM","NFA_20210915_MW75-9217_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
