"date","Plate.SN","well","treatment","dose","units","wllq","wllq_notes","CCTE_Shafer_MEA_dev_firing_rate_mean","CCTE_Shafer_MEA_dev_burst_rate","CCTE_Shafer_MEA_dev_per_burst_interspike_interval","CCTE_Shafer_MEA_dev_per_burst_spike_percent","CCTE_Shafer_MEA_dev_burst_duration_mean","CCTE_Shafer_MEA_dev_interburst_interval_mean","CCTE_Shafer_MEA_dev_active_electrodes_number","CCTE_Shafer_MEA_dev_bursting_electrodes_number","CCTE_Shafer_MEA_dev_network_spike_number","CCTE_Shafer_MEA_dev_network_spike_peak","CCTE_Shafer_MEA_dev_spike_duration_mean","CCTE_Shafer_MEA_dev_per_network_spike_spike_percent","CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean","CCTE_Shafer_MEA_dev_network_spike_duration_std","CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean","CCTE_Shafer_MEA_dev_correlation_coefficient_mean","CCTE_Shafer_MEA_dev_mutual_information_norm"
"20180801","MW1207-23","A8","1475812","30.00000","uM","1","",7.147723,12.636905,0.258004,254.132962,3.980115,163.4315,45.5,34.5,44,23.142857,0.798155,8.236875,460.78875,0.187589,118.642857,0.150507,0.001776
"20180801","MW1207-21","B8","1475816","30.00000","uM","0","Fungal contamination; ",12.497614,13.518923,0.366115,316.908183,26.969658,246.32785,63,58.5,78,39.840909,0.893405,19.640535,181.136134,0.283467,164.424242,0.289149,0.007108
"20180801","MW1207-22","B8","1475816","30.00000","uM","1","",6.083342,8.466607,0.24058,268.617323,2.7976,307.211008,73.5,57,68.5,43.758621,0.949739,30.849848,278.922123,0.255476,236.344828,0.423809,0.01091
"20180801","MW1207-23","B8","1475816","30.00000","uM","1","",3.888769,5.018,0.183727,187.179375,1.974,267.358625,39.5,30.5,65,35.2875,0.5556,26.725536,303.807759,0.147359,119.8625,0.31924,0.004165
"20180801","MW1207-21","C8","1475817","30.00000","uM","0","Fungal contamination; ",6.933672,8.529455,0.218119,209.228587,2.635637,196.075787,56,45,66,25.5625,0.733096,12.477865,235.391502,0.246911,114.229167,0.150448,0.003653
"20180801","MW1207-22","C8","1475817","30.00000","uM","1","",8.379608,10.808125,0.401672,346.213,7.324857,307.200702,55,42.5,51.5,26.544643,0.674743,25.133375,352.430536,0.21163,99.339286,0.182002,0.001317
"20180801","MW1207-23","C8","1475817","30.00000","uM","1","",2.370671,5.184,0.272381,311.195346,2.0545,410.692231,43,34,48,22.598485,0.495486,18.36094,375.35,0.138966,67.734848,0.159183,0.002372
"20180801","MW1207-21","D8","1475818","30.00000","uM","0","Fungal contamination; ",6.940177,12.512,0.562332,279.945917,4.873125,185.774333,43,30,50,24.58,0.960892,13.81544,492.8,0.194042,105.66,0.245862,0.00445
"20180801","MW1207-22","D8","1475818","30.00000","uM","1","",3.198867,6.021429,0.210025,186.233615,1.822615,235.928923,38.5,32,38,23,0.586029,10.854945,600.6,0.102698,88.454545,0.138545,0.001157
"20180801","MW1207-23","D8","1475818","30.00000","uM","1","",5.689133,7.24225,0.183624,157.478,1.997821,237.124714,48.5,38.5,54.5,25,0.593534,9.576637,728.241406,0.267374,86.477273,0.102318,0.002403
"20180801","MW1207-21","E8","1475820","30.00000","uM","0","Fungal contamination; ",2.716301,6.121923,0.224376,175.48765,1.69215,137.92325,34.5,20,47,35.891304,0.423649,14.335735,437.453409,0.106031,76.108696,0.1916,0.001639
"20180801","MW1207-22","E8","1475820","30.00000","uM","1","",5.768093,6.543333,0.212852,250.381638,3.120175,255.638212,53,47.5,64,64.410714,0.88961,24.150788,316.994444,0.158163,194.955357,0.488981,0.005573
"20180801","MW1207-23","E8","1475820","30.00000","uM","1","",3.431472,4.573442,0.164429,191.186036,1.472357,252.173321,52.5,41,49,43.53125,0.683802,25.706133,300.793333,0.171292,162.09375,0.344125,0.002427
"20180801","MW1207-21","F8","1475823","30.00000","uM","0","Fungal contamination; ",6.979049,9.268702,0.391202,257.608177,4.193917,281.436375,66.5,47.5,75,45.351351,0.961757,14.053598,403.027083,0.399864,136.957529,0.155745,0.005255
"20180801","MW1207-22","F8","1475823","30.00000","uM","1","",3.257308,8.497788,0.163276,235.445549,2.114194,245.338049,60.5,49,57,25.714976,0.891941,14.846244,281.524148,0.283863,105.154589,0.214009,0.004528
"20180801","MW1207-23","F8","1475823","30.00000","uM","1","",9.0108,9.996,0.287384,235.318179,35.788464,110.205357,55.5,36,42,29.333333,0.603437,11.28002,441.623529,0.175043,125.25,0.130612,0.002601
"20180815","MW1207-24","A8","1475827","30.00000","uM","1","",4.744829,9.7995,0.425547,269.477282,2.984436,198.027808,57.5,38.5,69,46.577061,0.626492,29.598308,281.230625,0.214612,116.83871,0.413835,0.003852
"20180815","MW1207-25","B8","1475827","30.00000","uM","1","",7.389112,10.247692,0.166171,218.449062,1.980938,155.172625,45.5,38,86.5,43.992944,0.647529,30.965119,173.165833,0.187137,167.980847,0.618911,0.009986
"20180815","MW1207-26","C8","1475827","30.00000","uM","1","",4.32562,6.825893,0.142453,213.814016,1.601527,215.165379,49.5,37,73.5,48.91954,0.680775,35.265344,232.616477,0.131977,146.682471,0.505529,0.005266
"20180815","MW1207-26","A8","1475829","30.00000","uM","1","",10.433732,19.783125,0.42387,313.557993,6.222279,194.177529,86,63.5,566,62.3379,0.744298,45.067056,333.784425,0.349504,132.615128,0.478454,0.019446
"20180815","MW1207-24","B8","1475829","30.00000","uM","1","",9.458112,16.284375,0.613359,230.650268,5.918603,138.379647,62,43.5,393.5,39.494784,0.592966,25.770336,195.764969,0.231294,99.39661,0.338973,0.009267
"20180815","MW1207-25","C8","1475829","30.00000","uM","1","",2.685872,5.650714,0.104181,275.493536,1.39425,207.952405,43,40.5,87,46.203947,0.662286,58.09868,204.987776,0.190255,158.162281,0.82551,0.00931
"20180815","MW1207-25","A8","1475830","30.00000","uM","1","",8.315096,18.497143,0.337857,263.831937,2.610917,222.374179,50.5,45.5,219.5,40.667259,0.576152,27.229157,195.489173,0.268736,89.980469,0.449499,0.009115
"20180815","MW1207-26","B8","1475830","30.00000","uM","1","",6.572818,12.146625,0.32383,283.574207,3.306899,264.916327,64,43.5,240.5,39.273047,0.710397,33.809147,205.786968,0.286906,127.022087,0.458311,0.013932
"20180815","MW1207-24","C8","1475830","30.00000","uM","1","",6.301554,10.9125,0.371187,264.452375,3.467792,258.005708,52,35,92,46.117647,0.658488,19.555255,173.217969,0.191391,125.5,0.312939,0.004601
"20180815","MW1207-24","D8","1475831","30.00000","uM","1","",8.234117,26.613846,0.321848,369.2425,2.898056,158.279847,50.5,44.5,130.5,44.724817,0.846325,44.656881,130.881985,0.208693,191.020604,0.931847,0.01821
"20180815","MW1207-25","E8","1475831","30.00000","uM","1","",4.866742,12.531333,0.297229,310.113762,2.894452,233.554714,45.5,39,81,38.578431,0.584305,38.527899,226.436364,0.177234,157.654412,0.688147,0.007968
"20180815","MW1207-26","F8","1475831","30.00000","uM","1","",5.276625,12.553417,0.214831,371.389,1.875913,215.386413,56.5,51.5,111,63.608696,0.96619,59.346283,169.331667,0.209404,244.058424,1.036894,0.015
"20180815","MW1207-26","D8","1475833","30.00000","uM","1","",13.486396,20.986731,0.578309,240.534271,5.741969,222.21524,69.5,56,730.5,47.221861,0.706849,41.627177,147.22457,0.21543,157.194805,0.494029,0.026367
"20180815","MW1207-24","E8","1475833","30.00000","uM","1","",3.179896,4.874464,0.193897,244.726333,3.523542,169.337458,45.5,25.5,78,45.427083,0.524393,31.454822,232.704839,0.146725,113.208333,0.319973,0.003817
"20180815","MW1207-25","F8","1475833","30.00000","uM","1","",7.336021,11.064,0.223529,224.528083,1.969292,133.7895,39.5,25.5,59.5,44.272727,0.45935,19.882996,663.722135,0.13601,106.465909,0.323378,0.006229
"20180815","MW1207-25","D8","1475836","30.00000","uM","1","",5.471647,16.269643,0.341493,270.712857,2.446357,224.061232,39.5,37.5,243,36.057823,0.463267,35.522519,237.553724,0.174364,88.187075,0.400565,0.007128
"20180815","MW1207-26","E8","1475836","30.00000","uM","1","",5.62519,10.773,0.406427,282.360056,3.554683,250.084885,57.5,48,97,52.611807,0.888348,31.262443,208.969345,0.258225,144.155635,0.554536,0.008914
"20180815","MW1207-24","F8","1475836","30.00000","uM","1","",8.662959,13.975714,0.419832,209.5852,3.810662,208.098388,70.5,44.5,141,47.18917,0.660431,17.468968,249.792788,0.324613,136.568214,0.267463,0.005677
