"date","Plate.SN","rowi","coli","src_acsn","treatment","conc","rval","srcf","wllq","wllq_notes"
"20160921","MW1159-43",6,2,"AB","Phenylmercuric acetate",20,0,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,2,"LDH","Phenylmercuric acetate",20,0.00713333333333333,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,3,"AB","Phenylmercuric acetate",0,27662,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,3,"LDH","Phenylmercuric acetate",0,0.727333333333333,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,4,"AB","Phenylmercuric acetate",0.03,19384,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,4,"LDH","Phenylmercuric acetate",0.03,0.489633333333333,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,5,"AB","Phenylmercuric acetate",0.1,0,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,5,"LDH","Phenylmercuric acetate",0.1,0.0103333333333333,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,6,"AB","Phenylmercuric acetate",0.3,0,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,6,"LDH","Phenylmercuric acetate",0.3,0.00663333333333333,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,7,"AB","Phenylmercuric acetate",1,0,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,7,"LDH","Phenylmercuric acetate",1,0.00603333333333333,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,8,"AB","Phenylmercuric acetate",3,0,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1159-43",6,8,"LDH","Phenylmercuric acetate",3,0.00613333333333333,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,1,"AB","Simvastatin",3,4857.66666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,1,"LDH","Simvastatin",3,0.0637666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,2,"AB","Simvastatin",10,115.666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,2,"LDH","Simvastatin",10,0.00406666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,3,"AB","Simvastatin",20,100.666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,3,"LDH","Simvastatin",20,0.00566666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,4,"AB","Simvastatin",0,11495.6666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,4,"LDH","Simvastatin",0,0.138266666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,5,"AB","Simvastatin",0.03,26680.6666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,5,"LDH","Simvastatin",0.03,0.908966666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,6,"AB","Simvastatin",0.1,27415.6666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,6,"LDH","Simvastatin",0.1,0.725166666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,7,"AB","Simvastatin",0.3,24839.6666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,7,"LDH","Simvastatin",0.3,0.378866666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,8,"AB","Simvastatin",1,20028.6666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",1,8,"LDH","Simvastatin",1,0.187066666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",2,1,"AB","Tributyltin chloride",3,24.666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",2,1,"LDH","Tributyltin chloride",3,0.0620666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
"20160921","MW1160-23",2,2,"AB","Tributyltin chloride",10,211.666666666667,"20160921_ON_G6_1 Calculations.xlsx",1,""
